Response to campaign,Pre-campaign expenditure,Pre-campaign visits,Pre-campaign visits category,Post-campaign visits,Post-campaign spend category,Post-campaign visit category,Gender,Age
Non-responder,84,1,1 Visit,0,Under £50,No Visits,Female,44
Non-responder,66,1,1 Visit,0,Under £50,No Visits,Female,44
Non-responder,72,1,1 Visit,0,Under £50,No Visits,Female,44
Non-responder,71,1,1 Visit,0,Under £50,No Visits,Male,44
Non-responder,70,1,1 Visit,0,Under £50,No Visits,Male,44
Non-responder,68,1,1 Visit,0,Under £50,No Visits,Male,44
Non-responder,80,1,1 Visit,0,Under £50,No Visits,Male,44
Non-responder,55,1,1 Visit,0,Under £50,No Visits,Male,44
Non-responder,59,1,1 Visit,0,Under £50,No Visits,Male,44
Non-responder,72,1,1 Visit,0,Under £50,No Visits,Male,44
Non-responder,92,1,1 Visit,0,Under £50,No Visits,Male,44
Non-responder,53,1,1 Visit,0,Under £50,No Visits,Male,44
Non-responder,70,1,1 Visit,0,Under £50,No Visits,Male,44
Non-responder,95,1,1 Visit,0,Under £50,No Visits,Female,45
Non-responder,61,1,1 Visit,0,Under £50,No Visits,Female,45
Non-responder,87,1,1 Visit,0,Under £50,No Visits,Female,45
Non-responder,56,1,1 Visit,0,Under £50,No Visits,Female,45
Non-responder,54,1,1 Visit,0,Under £50,No Visits,Male,45
Non-responder,83,1,1 Visit,0,Under £50,No Visits,Male,45
Non-responder,70,1,1 Visit,0,Under £50,No Visits,Male,45
Non-responder,88,1,1 Visit,0,Under £50,No Visits,Female,46
Non-responder,95,1,1 Visit,0,Under £50,No Visits,Female,46
Non-responder,99,1,1 Visit,0,Under £50,No Visits,Female,46
Non-responder,62,1,1 Visit,0,Under £50,No Visits,Female,46
Non-responder,51,1,1 Visit,0,Under £50,No Visits,Female,46
Non-responder,82,1,1 Visit,0,Under £50,No Visits,Female,46
Non-responder,22,1,1 Visit,0,Under £50,No Visits,Male,46
Non-responder,33,1,1 Visit,0,Under £50,No Visits,Male,46
Non-responder,78,1,1 Visit,0,Under £50,No Visits,Male,46
Non-responder,72,1,1 Visit,0,Under £50,No Visits,Male,46
Non-responder,94,1,1 Visit,0,Under £50,No Visits,Female,47
Non-responder,84,1,1 Visit,0,Under £50,No Visits,Female,47
Non-responder,75,1,1 Visit,0,Under £50,No Visits,Female,47
Non-responder,69,1,1 Visit,0,Under £50,No Visits,Female,47
Non-responder,55,1,1 Visit,0,Under £50,No Visits,Female,47
Non-responder,94,1,1 Visit,0,Under £50,No Visits,Female,47
Non-responder,95,1,1 Visit,0,Under £50,No Visits,Female,47
Non-responder,57,1,1 Visit,0,Under £50,No Visits,Female,47
Non-responder,60,1,1 Visit,0,Under £50,No Visits,Male,47
Non-responder,56,1,1 Visit,0,Under £50,No Visits,Male,47
Non-responder,57,1,1 Visit,0,Under £50,No Visits,Male,47
Non-responder,58,1,1 Visit,0,Under £50,No Visits,Male,47
Non-responder,68,1,1 Visit,0,Under £50,No Visits,Male,47
Non-responder,71,1,1 Visit,0,Under £50,No Visits,Male,47
Non-responder,90,1,1 Visit,0,Under £50,No Visits,Male,47
Non-responder,57,1,1 Visit,0,Under £50,No Visits,Male,47
Non-responder,62,1,1 Visit,0,Under £50,No Visits,Male,47
Non-responder,65,1,1 Visit,0,Under £50,No Visits,Male,47
Non-responder,30,1,1 Visit,0,Under £50,No Visits,Male,47
Non-responder,52,1,1 Visit,0,Under £50,No Visits,Female,48
Non-responder,90,1,1 Visit,0,Under £50,No Visits,Female,48
Non-responder,51,1,1 Visit,0,Under £50,No Visits,Female,48
Non-responder,90,1,1 Visit,0,Under £50,No Visits,Female,48
Non-responder,53,1,1 Visit,0,Under £50,No Visits,Female,48
Non-responder,68,1,1 Visit,0,Under £50,No Visits,Female,48
Non-responder,52,1,1 Visit,0,Under £50,No Visits,Male,48
Non-responder,76,1,1 Visit,0,Under £50,No Visits,Male,48
Non-responder,51,1,1 Visit,0,Under £50,No Visits,Male,48
Non-responder,53,1,1 Visit,0,Under £50,No Visits,Male,48
Non-responder,72,1,1 Visit,0,Under £50,No Visits,Male,48
Non-responder,19,1,1 Visit,0,Under £50,No Visits,Male,48
Non-responder,65,1,1 Visit,0,Under £50,No Visits,Male,48
Non-responder,75,1,1 Visit,0,Under £50,No Visits,Male,48
Non-responder,63,1,1 Visit,0,Under £50,No Visits,Male,48
Non-responder,74,1,1 Visit,0,Under £50,No Visits,Male,48
Non-responder,56,1,1 Visit,0,Under £50,No Visits,Female,49
Non-responder,70,1,1 Visit,0,Under £50,No Visits,Female,49
Non-responder,83,1,1 Visit,0,Under £50,No Visits,Female,49
Non-responder,60,1,1 Visit,0,Under £50,No Visits,Female,49
Non-responder,90,1,1 Visit,0,Under £50,No Visits,Female,49
Non-responder,82,1,1 Visit,0,Under £50,No Visits,Female,49
Non-responder,85,1,1 Visit,0,Under £50,No Visits,Female,49
Non-responder,74,1,1 Visit,0,Under £50,No Visits,Male,49
Non-responder,18,1,1 Visit,0,Under £50,No Visits,Male,49
Non-responder,30,1,1 Visit,0,Under £50,No Visits,Male,49
Non-responder,57,1,1 Visit,0,Under £50,No Visits,Male,49
Non-responder,62,1,1 Visit,0,Under £50,No Visits,Male,49
Non-responder,92,1,1 Visit,0,Under £50,No Visits,Female,50
Non-responder,53,1,1 Visit,0,Under £50,No Visits,Female,50
Non-responder,82,1,1 Visit,0,Under £50,No Visits,Female,50
Non-responder,54,1,1 Visit,0,Under £50,No Visits,Female,50
Non-responder,52,1,1 Visit,0,Under £50,No Visits,Male,50
Non-responder,13,1,1 Visit,0,Under £50,No Visits,Male,50
Non-responder,80,1,1 Visit,0,Under £50,No Visits,Male,50
Non-responder,71,1,1 Visit,0,Under £50,No Visits,Male,50
Non-responder,71,1,1 Visit,0,Under £50,No Visits,Male,50
Non-responder,82,1,1 Visit,0,Under £50,No Visits,Male,50
Non-responder,91,1,1 Visit,0,Under £50,No Visits,Male,50
Non-responder,61,1,1 Visit,0,Under £50,No Visits,Male,50
Non-responder,90,1,1 Visit,0,Under £50,No Visits,Male,50
Non-responder,70,1,1 Visit,0,Under £50,No Visits,Male,50
Non-responder,74,1,1 Visit,0,Under £50,No Visits,Female,51
Non-responder,76,1,1 Visit,0,Under £50,No Visits,Male,51
Non-responder,78,1,1 Visit,0,Under £50,No Visits,Male,51
Non-responder,85,1,1 Visit,0,Under £50,No Visits,Male,51
Non-responder,52,1,1 Visit,0,Under £50,No Visits,Male,51
Responder,0,0,No Visits,1,Under £50,1 Visit,Female,52
Non-responder,53,1,1 Visit,0,Under £50,No Visits,Female,52
Non-responder,95,1,1 Visit,0,Under £50,No Visits,Female,52
Non-responder,63,1,1 Visit,0,Under £50,No Visits,Female,52
Non-responder,50,1,1 Visit,0,Under £50,No Visits,Male,52
Non-responder,96,1,1 Visit,0,Under £50,No Visits,Male,52
Non-responder,92,1,1 Visit,0,Under £50,No Visits,Male,52
Non-responder,60,1,1 Visit,0,Under £50,No Visits,Male,52
Non-responder,90,1,1 Visit,0,Under £50,No Visits,Male,52
Non-responder,60,1,1 Visit,0,Under £50,No Visits,Female,53
Non-responder,71,1,1 Visit,0,Under £50,No Visits,Female,53
Non-responder,65,1,1 Visit,0,Under £50,No Visits,Female,53
Non-responder,63,1,1 Visit,0,Under £50,No Visits,Male,53
Non-responder,93,1,1 Visit,0,Under £50,No Visits,Male,53
Non-responder,75,1,1 Visit,0,Under £50,No Visits,Male,53
Non-responder,67,1,1 Visit,0,Under £50,No Visits,Male,53
Non-responder,50,1,1 Visit,0,Under £50,No Visits,Male,53
Non-responder,66,1,1 Visit,0,Under £50,No Visits,Female,54
Non-responder,61,1,1 Visit,0,Under £50,No Visits,Female,54
Non-responder,58,1,1 Visit,0,Under £50,No Visits,Female,54
Non-responder,82,1,1 Visit,0,Under £50,No Visits,Female,54
Non-responder,98,1,1 Visit,0,Under £50,No Visits,Male,54
Non-responder,64,1,1 Visit,0,Under £50,No Visits,Male,54
Non-responder,87,1,1 Visit,0,Under £50,No Visits,Male,54
Non-responder,55,1,1 Visit,0,Under £50,No Visits,Male,54
Non-responder,94,1,1 Visit,0,Under £50,No Visits,Male,54
Non-responder,99,1,1 Visit,0,Under £50,No Visits,Male,54
Non-responder,61,1,1 Visit,0,Under £50,No Visits,Male,54
Non-responder,69,1,1 Visit,0,Under £50,No Visits,Male,54
Non-responder,60,1,1 Visit,0,Under £50,No Visits,Female,55
Non-responder,60,1,1 Visit,0,Under £50,No Visits,Female,55
Non-responder,84,1,1 Visit,0,Under £50,No Visits,Male,55
Non-responder,82,1,1 Visit,0,Under £50,No Visits,Male,55
Non-responder,56,1,1 Visit,0,Under £50,No Visits,Female,56
Non-responder,66,1,1 Visit,0,Under £50,No Visits,Female,56
Non-responder,96,1,1 Visit,0,Under £50,No Visits,Male,56
Non-responder,80,1,1 Visit,0,Under £50,No Visits,Male,56
Non-responder,62,1,1 Visit,0,Under £50,No Visits,Male,56
Non-responder,74,1,1 Visit,0,Under £50,No Visits,Male,56
Non-responder,58,1,1 Visit,0,Under £50,No Visits,Male,56
Non-responder,78,1,1 Visit,0,Under £50,No Visits,Male,56
Non-responder,72,1,1 Visit,0,Under £50,No Visits,Female,57
Non-responder,60,1,1 Visit,0,Under £50,No Visits,Female,57
Non-responder,57,1,1 Visit,0,Under £50,No Visits,Female,57
Non-responder,66,1,1 Visit,0,Under £50,No Visits,Male,57
Non-responder,40,1,1 Visit,0,Under £50,No Visits,Male,57
Non-responder,52,1,1 Visit,0,Under £50,No Visits,Male,57
Non-responder,55,1,1 Visit,0,Under £50,No Visits,Male,57
Non-responder,60,1,1 Visit,0,Under £50,No Visits,Male,57
Non-responder,84,1,1 Visit,0,Under £50,No Visits,Male,57
Non-responder,52,1,1 Visit,0,Under £50,No Visits,Male,57
Non-responder,60,1,1 Visit,0,Under £50,No Visits,Female,58
Non-responder,89,1,1 Visit,0,Under £50,No Visits,Male,58
Non-responder,56,1,1 Visit,0,Under £50,No Visits,Male,58
Non-responder,80,1,1 Visit,0,Under £50,No Visits,Female,59
Non-responder,81,1,1 Visit,0,Under £50,No Visits,Male,59
Non-responder,62,1,1 Visit,0,Under £50,No Visits,Male,59
Non-responder,84,1,1 Visit,0,Under £50,No Visits,Female,60
Non-responder,56,1,1 Visit,0,Under £50,No Visits,Male,60
Non-responder,81,1,1 Visit,0,Under £50,No Visits,Male,60
Non-responder,99,1,1 Visit,0,Under £50,No Visits,Male,60
Non-responder,60,1,1 Visit,0,Under £50,No Visits,Male,60
Non-responder,0,1,1 Visit,0,Under £50,No Visits,Male,60
Non-responder,56,1,1 Visit,0,Under £50,No Visits,Male,60
Non-responder,53,1,1 Visit,0,Under £50,No Visits,Male,60
Non-responder,73,1,1 Visit,0,Under £50,No Visits,Male,60
Non-responder,52,1,1 Visit,0,Under £50,No Visits,Female,61
Non-responder,61,1,1 Visit,0,Under £50,No Visits,Female,61
Non-responder,70,1,1 Visit,0,Under £50,No Visits,Female,61
Non-responder,69,1,1 Visit,0,Under £50,No Visits,Female,61
Non-responder,79,1,1 Visit,0,Under £50,No Visits,Male,61
Non-responder,54,1,1 Visit,0,Under £50,No Visits,Male,61
Non-responder,86,1,1 Visit,0,Under £50,No Visits,Male,61
Non-responder,98,1,1 Visit,0,Under £50,No Visits,Male,61
Non-responder,55,1,1 Visit,0,Under £50,No Visits,Female,62
Non-responder,73,1,1 Visit,0,Under £50,No Visits,Male,62
Non-responder,70,1,1 Visit,0,Under £50,No Visits,Male,62
Non-responder,67,1,1 Visit,0,Under £50,No Visits,Male,62
Non-responder,55,1,1 Visit,0,Under £50,No Visits,Male,62
Non-responder,58,1,1 Visit,0,Under £50,No Visits,Female,63
Non-responder,63,1,1 Visit,0,Under £50,No Visits,Male,63
Non-responder,55,1,1 Visit,0,Under £50,No Visits,Male,63
Non-responder,56,1,1 Visit,0,Under £50,No Visits,Male,63
Non-responder,77,1,1 Visit,0,Under £50,No Visits,Female,64
Non-responder,83,1,1 Visit,0,Under £50,No Visits,Male,64
Non-responder,95,1,1 Visit,0,Under £50,No Visits,Male,64
Non-responder,70,1,1 Visit,0,Under £50,No Visits,Male,64
Non-responder,95,1,1 Visit,0,Under £50,No Visits,Male,64
Non-responder,62,1,1 Visit,0,Under £50,No Visits,Male,65
Non-responder,63,1,1 Visit,0,Under £50,No Visits,Male,65
Non-responder,53,1,1 Visit,0,Under £50,No Visits,Male,66
Non-responder,75,1,1 Visit,0,Under £50,No Visits,Male,66
Non-responder,59,1,1 Visit,0,Under £50,No Visits,Male,66
Non-responder,75,1,1 Visit,0,Under £50,No Visits,Male,66
Non-responder,64,1,1 Visit,0,Under £50,No Visits,Male,66
Non-responder,82,1,1 Visit,0,Under £50,No Visits,Female,67
Non-responder,58,1,1 Visit,0,Under £50,No Visits,Female,67
Non-responder,72,1,1 Visit,0,Under £50,No Visits,Female,67
Non-responder,80,1,1 Visit,0,Under £50,No Visits,Male,67
Non-responder,61,1,1 Visit,0,Under £50,No Visits,Male,68
Non-responder,82,1,1 Visit,0,Under £50,No Visits,Female,69
Non-responder,56,1,1 Visit,0,Under £50,No Visits,Female,69
Non-responder,66,1,1 Visit,0,Under £50,No Visits,Female,71
Non-responder,84,1,1 Visit,0,Under £50,No Visits,Female,71
Non-responder,87,1,1 Visit,0,Under £50,No Visits,Male,71
Non-responder,56,1,1 Visit,0,Under £50,No Visits,Male,71
Non-responder,55,1,1 Visit,0,Under £50,No Visits,Male,72
Non-responder,69,1,1 Visit,0,Under £50,No Visits,Female,73
Non-responder,95,1,1 Visit,0,Under £50,No Visits,Female,73
Non-responder,80,1,1 Visit,0,Under £50,No Visits,Male,73
Non-responder,84,1,1 Visit,0,Under £50,No Visits,Male,73
Non-responder,80,1,1 Visit,0,Under £50,No Visits,Female,74
Non-responder,70,1,1 Visit,0,Under £50,No Visits,Male,74
Non-responder,81,1,1 Visit,0,Under £50,No Visits,Male,74
Non-responder,69,1,1 Visit,0,Under £50,No Visits,Male,74
Non-responder,95,1,1 Visit,0,Under £50,No Visits,Male,74
Non-responder,56,1,1 Visit,0,Under £50,No Visits,Female,77
Non-responder,91,1,1 Visit,0,Under £50,No Visits,Male,79
Non-responder,51,1,1 Visit,0,Under £50,No Visits,Male,80
Non-responder,81,1,1 Visit,0,Under £50,No Visits,Male,81
Non-responder,84,1,1 Visit,0,Under £50,No Visits,Male,82
Non-responder,76,1,1 Visit,0,Under £50,No Visits,Female,85
Non-responder,55,1,1 Visit,0,Under £50,No Visits,Male,89
Non-responder,0,0,No Visits,0,Under £50,No Visits,Male,24
Non-responder,0,0,No Visits,0,Under £50,No Visits,Male,28
Non-responder,0,0,No Visits,0,Under £50,No Visits,Male,30
Non-responder,0,0,No Visits,0,Under £50,No Visits,Female,33
Non-responder,0,0,No Visits,0,Under £50,No Visits,Female,34
Non-responder,0,0,No Visits,0,Under £50,No Visits,Female,37
Non-responder,0,0,No Visits,0,Under £50,No Visits,Male,40
Non-responder,0,0,No Visits,0,Under £50,No Visits,Female,42
Non-responder,0,0,No Visits,0,Under £50,No Visits,Female,44
Non-responder,0,0,No Visits,0,Under £50,No Visits,Male,44
Non-responder,0,0,No Visits,0,Under £50,No Visits,Male,49
Non-responder,0,0,No Visits,0,Under £50,No Visits,Male,51
Non-responder,0,0,No Visits,0,Under £50,No Visits,Female,53
Non-responder,0,0,No Visits,0,Under £50,No Visits,Male,53
Non-responder,0,0,No Visits,0,Under £50,No Visits,Female,55
Non-responder,0,0,No Visits,0,Under £50,No Visits,Male,57
Non-responder,0,0,No Visits,0,Under £50,No Visits,Female,60
Non-responder,0,0,No Visits,0,Under £50,No Visits,Female,62
Non-responder,0,0,No Visits,0,Under £50,No Visits,Female,63
Non-responder,0,0,No Visits,0,Under £50,No Visits,Female,64
